cell_id,row,col,latitude,longitude,population_density,building_density,road_density,road_intersection_density,distance_to_highway,builtup_percentage,vegetation_percentage,water_percentage,night_lights,school_count,hospital_count,police_count,bus_stop_count,elevation,slope,ndvi,ndbi,commercial_percentage
17,0,17,12.8116,77.6046,0.24616158293931123,0.19390890517821774,0.2762265043817878,0.2891929126347057,0.9925536720966487,0.5026693618524325,0.7107680984950907,0.06582449728870253,0.09727739016107666,0.2644600722366663,0.23190848441031836,0.16548845288925207,0.2931918165138758,0.6499872158951214,0.9391120299706706,0.8405157957527566,0.48575617331602255,0.528676839830117
18,0,18,12.8116,77.6146,0.11552823171711499,0.12069315357153383,0.20963783148029985,0.2530417470136707,0.15238256401240713,0.5128724008759198,0.6058684213516649,0.9582945310854997,0.0874569544198868,0.2662175763687387,0.14664270814563776,0.24624938988866105,0.194200316644282,0.519607071048291,0.3712768834577416,0.013296349039615511,0.9799995942944584,0.15595474049530983
19,0,19,12.8116,77.6246,0.10226918475928744,0.13856344748827235,0.28390845912621104,0.27113749509067625,0.32797043309937746,0.6753527403907026,0.8192684221887196,0.15267899755511702,0.07130293073286467,0.1280731169005092,0.236182559111445,0.2886827631575854,0.28221064744063323,0.2624840130661592,0.0003002317379582996,0.6967036847493919,0.8531093296653347,0.24595456887176387
20,0,20,12.8116,77.6346,0.2685355874702293,0.1728133402619809,0.1887056394832326,0.13638316260203073,0.37511968147145625,0.7804930021140065,0.8725352847649385,0.017510580489800906,0.05264836291415291,0.2401602296357778,0.09050014494108949,0.14338217599189257,0.20786580362888862,0.6990436210602998,0.9991524225704231,0.935410565292587,0.6146488354871111,0.16352988690991185
21,0,21,12.8116,77.6446,0.17434431368710168,0.1469715359294759,0.15169606635422173,0.2463443812974625,0.6920481436585157,0.7749869284299506,0.652526031207274,0.7698038950493814,0.035189310737634524,0.18385073574847785,0.19354543676474256,0.27241787845383303,0.22328530501777047,0.4623372674069877,0.06703110596030203,0.10607705490667327,0.561564724470566,0.5710128060738567
22,0,22,12.8116,77.6546,0.1591768284538713,0.26216679397372006,0.23831576621856898,0.16446039396498133,0.27515659472379306,0.17404890775970697,0.9235591822705068,0.44068270911178353,0.021286429325495237,0.06980617830492479,0.16101122875357135,0.11936399879548538,0.0852168249060289,0.7159139142377966,0.5168675878209645,0.3812908569148519,0.36901093951446057,0.6537648638162965
23,0,23,12.8116,77.6646,0.16658132872854695,0.2096512654656821,0.1776776515792944,0.15804779223673374,0.7871779890839633,0.6739561621225724,0.03200369279963289,0.0,0.011652786231444931,0.12189801015696757,0.08591771651159251,0.053182713651440464,0.12102735151854206,0.7321911525592544,0.8340198356746962,0.7886054238709751,0.2287747232601565,0.21778971539184355
24,0,24,12.8116,77.6746,0.13782442891751073,0.23132579589578234,0.14557153378298449,0.23562963976941648,0.9551844744289941,0.1827893940184771,0.18072237592024396,0.5470889314754367,0.005772710340102301,0.06683067084367669,0.042916865052651854,0.24988198555128388,0.19202212964736565,0.26390565784544034,0.06383727960183123,0.22194559128174118,0.41620000333146173,0.39599995813677485
25,0,25,12.8116,77.6846,0.03307405680654707,0.21721543565480278,0.04722488293022854,0.07214528926033191,0.2534405665037812,0.11894577560593456,0.5801874183479762,0.7229428552816423,0.0025879046033920037,0.12623886869469733,0.05924278096571498,0.08932995882981265,0.10393003966574474,0.020867772514665976,0.6780493558768128,0.4965660275894737,0.3990276551723231,0.8424900897618879
26,0,26,12.8116,77.6946,0.1972081362709454,0.10235892753116832,0.09265703918113359,0.030724558093318977,0.22068470897367412,0.0371053063886399,0.21152292948356297,0.4511756078685304,0.0010498652348499293,0.1450928331031871,0.2126817643722211,0.22786740244493897,0.1872362079311801,0.7836663391587457,0.5970547692460674,0.10306606384168163,0.5367232740201517,0.7215278809104209
27,0,27,12.8116,77.7046,0.21770227427872302,0.10560084030573506,0.14308199919487255,0.219335044143465,0.15627939557198808,0.5683723383996877,0.5388322470171962,0.14375349435179965,0.0003854206588775795,0.1440991451842243,0.1987696780595939,0.13776116378365064,0.0309570066828166,0.8650571702019765,0.9996876200992293,0.6056363059989528,0.00428428551296212,0.4696865409385051
28,0,28,12.8116,77.7146,0.021834678872174638,0.08988021215513685,0.008240778630506125,0.12433809981598075,0.3497467893585877,0.8714470524394976,0.5652511382065291,0.556928557121049,0.0001280419618341658,0.13808575586001043,0.023074726462614558,0.07478526419378813,0.13107740713204002,0.37110089565842497,0.9988858616751563,0.3850377055893901,0.814858246562838,0.3232298034397628
29,0,29,12.8116,77.7246,0.024506280850997902,0.06769820271099856,0.0,0.0,0.8007600654502399,0.5330003089124808,0.299642816299977,0.7895906898787494,3.8493327199744775e-05,0.07012638714730164,0.1048255066097906,0.12305681176565371,0.11796921591145763,0.12552321062427266,0.8930966095873935,0.015032674050888019,0.5992114179667514,0.9180107584202442
30,0,30,12.8116,77.7346,0.07994554589230751,0.058064822459769315,0.06704280814381179,0.03155193586811782,0.30686555902614876,0.30772999715230925,0.49006454868581417,0.8829217591938443,1.0472113691358103e-05,0.18714702514816364,0.017816832603877945,0.11830644272200232,0.010136624164316807,0.7797200153566748,0.7116836391140153,0.45555740877274997,0.11401875665660871,0.33929097743952213
31,0,31,12.8116,77.7446,0.0998018447600815,0.03710913217516836,0.02361858595518615,0.0975496920065764,0.002817348869430584,0.5007120596568894,0.10898371674690463,0.3626679197556674,2.578095482192396e-06,0.18922726152197036,0.14483546484280468,0.1634636257912801,0.0203088725740901,0.77572556200292,0.7196473908171357,0.899511972442849,0.23794970422861542,0.17184452353259005
32,1,0,12.8216,77.4346,0.0852377361090733,0.08611412432639182,0.16534433709585303,0.005222717582400022,0.04541633627981188,0.7120006568704922,0.3304841914543575,0.9194002159934705,0.17082582112924657,0.13452886697458788,0.10091620993343954,0.06751615051752137,0.10214660094063474,0.7263625780609748,0.20772478067914485,0.08802800738004254,0.287793234558957,0.3508247938999731
33,1,1,12.8216,77.4446,0.04572354757468937,0.04413206475931763,0.006924986358631642,0.14880543193915444,0.5967681258078369,0.6827485416778936,0.5700284963944231,0.09512572196228461,0.15403437895609753,0.12449176052000785,0.1426236001701094,0.09124286555842705,0.014506271193225279,0.8586737795592888,0.5277195316975769,0.3848491303725402,0.9840298974444185,0.5326629842775151
34,1,2,12.8216,77.4546,0.08930098242127646,0.06768142596162009,0.19389247254577327,0.11934393538715318,0.5045714151886337,0.9059306137842182,0.08504501309606657,0.9345392875469698,0.14338023010705492,0.012336844903199917,0.15488304937263284,0.20223766578074387,0.10360129326040195,0.8561147583743038,0.03398015036027766,0.432026036995017,0.842989271337544,0.815883242832758
35,1,3,12.8216,77.4646,0.046848061792538746,0.12162629547153528,0.14771706904727652,0.14095739142480063,0.5250652047795255,0.9541421812093701,0.10131293326311608,0.8850132513631794,0.14437117273175357,0.035653608364830794,0.1832719886910492,0.0780657469210638,0.07219957146268804,0.3615541976299091,0.6924996319607526,0.8725841223927836,0.6716040923419148,0.3957405589493992
36,1,4,12.8216,77.4746,0.09983182337481468,0.1920444805896748,0.05189929525327736,0.10262027572435455,0.3258795449682721,0.06089709187129997,0.8579203394571413,0.9106751565776503,0.15653652574482177,0.03294262293558423,0.13506375304435836,0.19777815203694724,0.11464090403194932,0.8753706394928163,0.8343497610088938,0.7134727289865808,0.24817258874416936,0.19352412776936315
37,1,5,12.8216,77.4846,0.2014200298899938,0.05314663783692322,0.06753639296961267,0.1505271258676964,0.34309566356509,0.003585773152349527,0.8122613400860133,0.66361147393517,0.17369294019628823,0.1598760624421815,0.21499029106156753,0.21260498699300348,0.09648101389470212,0.9592006303494167,0.16591184612534077,0.9887050956757766,0.1849769300918826,0.5214150861482688
38,1,6,12.8216,77.4946,0.22342377295696803,0.19501452587195106,0.19853552964264837,0.22663260389186907,0.30296999401269614,0.4932549789299962,0.9250855268198951,0.0548032040614145,0.18691416160780794,0.05172985943100356,0.05255181215142475,0.2540026197453174,0.10717213843596478,0.900951769452186,0.52143068402816,0.13273700661974044,0.3240239312436588,0.4792145467420612
39,1,7,12.8216,77.5046,0.08812059827647403,0.10782810940514188,0.15434122802024458,0.26994928274852786,0.9149021405446998,0.057268470997332746,0.28578460404129463,0.9624076589693679,0.18881010063504947,0.23307723636590966,0.14279481783436035,0.19902835273801217,0.10643052620121408,0.7301448618020453,0.8383085248296139,0.40600396478594664,0.43467737429602493,0.46444216252844506
40,1,8,12.8216,77.5146,0.10099723616140338,0.10578942314823757,0.06927093514385241,0.0925969384018656,0.5797637072679646,0.22237151024436905,0.016614640244772008,0.2754914713001955,0.1770577235451881,0.20797201913403915,0.1973605873207096,0.1863174854952546,0.23934701908556197,0.15133539719390152,0.7638590100711989,0.5556299196747365,0.16288349731864626,0.7429212039212191
41,1,9,12.8216,77.5246,0.23227590372670623,0.180152503500384,0.15725743065550873,0.15052755531839782,0.5064110193850977,0.9922130845671076,0.3671617906183889,0.43694694293512565,0.15550068471823444,0.20662430198640722,0.2315960381581618,0.08354605841445477,0.20735872081974738,0.7653516555935191,0.9733654856591539,0.6004331426827275,0.9142132919554593,0.1496639277809984
42,1,10,12.8216,77.5346,0.10421790012613771,0.2623043746483733,0.28495416679511576,0.2504161880599479,0.7240112323998393,0.09618600355991562,0.06326037914979571,0.8586417554416347,0.1324027830682778,0.09769200817718571,0.27059577481692454,0.24428018727108006,0.12147322961277837,0.642898224456582,0.6784366605415354,0.7888673689779524,0.8183646792411214,0.8040249610834097
43,1,11,12.8216,77.5446,0.12253166596105299,0.10309958945473947,0.3045012895715827,0.207773970652489,0.22549193046090213,0.09279256716254991,0.45659217065254265,0.46059037325060126,0.11684165026212819,0.22304448176489877,0.24559695044291852,0.24140703724498255,0.24777277765767353,0.036773512611831934,0.051956099409121215,0.9165463697864018,0.40407527103264806,0.5548115185918872
44,1,12,12.8216,77.5546,0.16366182724569728,0.291123436948546,0.17845302058643112,0.2016695824756202,0.12563528534159957,0.7952332236266597,0.015840044266201964,0.053128023479040914,0.11493431753489546,0.2680122513085424,0.26631475237200153,0.22233728175789164,0.29366967968184626,0.7368028695843941,0.13568035275916815,0.9263546545335999,0.0019070382300872444,0.11224466896514652
45,1,13,12.8216,77.5646,0.2197593057318003,0.2130496088423068,0.16454456114231583,0.18552219845892023,0.6222047275883604,0.6828164551960815,0.15227106155706366,0.8132136879813201,0.12738340554529845,0.12073156776174282,0.168751271372573,0.275305524415482,0.3276753606274901,0.24453822495756414,0.41003727689582514,0.2810385579019503,0.05640814738672394,0.9199715050815606
46,1,14,12.8216,77.5746,0.15755442309999218,0.174150812992554,0.3148793500601211,0.15662012172228804,0.5110375345502948,0.4083041267277921,0.020805877341708485,0.8011716501983676,0.1491450269272973,0.32797800744568933,0.25495587568454053,0.2796718730989146,0.19292726772837882,0.2526605243308161,0.5820340482442213,0.7609491545087953,0.045807527752518215,0.9012702674886058
47,1,15,12.8216,77.5846,0.3003679680433007,0.3252893880269325,0.25252971341816566,0.23261483903579103,0.12073669931568394,0.07039740765700615,0.37554074481670596,0.26431723662900525,0.17128649558789774,0.22618355238236754,0.22904421778749143,0.2338700574223234,0.3024852518199977,0.2629217635370588,0.7797597914288309,0.2400939417120522,0.40308832608524786,0.4855882240868144
48,1,16,12.8216,77.5946,0.2530919547280748,0.18368952239036454,0.28046120460699814,0.283313657902349,0.5796801087111622,0.7874438602672483,0.41189799240552144,0.00257449030282987,0.1843911562045402,0.20987791565276726,0.13840604356104663,0.2649092571018951,0.2583025543316688,0.39194044438862025,0.025688153252042205,0.61510905732589,0.992882171574609,0.0014739670671503173
49,1,17,12.8216,77.6046,0.12601260388190172,0.2332704059993491,0.1446597727020014,0.14137559757935592,0.17051629904006937,0.5737404127922137,0.0025931362770332854,0.5838090578851387,0.18218779098541757,0.2553905900727706,0.30654564778751736,0.3222385087009285,0.1769066317246307,0.4283529092035165,0.7392188974349608,0.4067219849755747,0.28448648582797403,0.3371975397193595
50,1,18,12.8216,77.6146,0.3107065769361315,0.2341553988409316,0.2526452814150589,0.1380492600467893,0.16573288587703372,0.30890194669105425,0.016839439475986998,0.46627405133926997,0.16379540308069443,0.23563582346911402,0.16838669701441442,0.17502091263456465,0.25740386844062096,0.541433906466122,0.5104116127373142,0.971688349970328,0.7198232624874943,0.23805532350000363
51,1,19,12.8216,77.6246,0.19798177558442132,0.14465789547291566,0.201762650770158,0.2161692778830636,0.7737310326296394,0.7181515948565518,0.6389325875689682,0.5445531381695976,0.13354103578947285,0.11120594733136613,0.19623652877502648,0.16934281687098748,0.21439209045270247,0.6081391687485809,0.9982249597667964,0.3483173061267041,0.6514907095244733,0.034421410457973374
52,1,20,12.8216,77.6346,0.23666622729169798,0.268008192965023,0.1601837326167649,0.30267260137351054,0.2796910850071996,0.3111822352727719,0.8872951318877251,0.8192484552869365,0.09860347735938825,0.14023275000189686,0.20030003282363668,0.20573649133158234,0.257901819477967,0.3202377876402136,0.4143871590332054,0.25564451879509087,0.7020451869177363,0.7147818080843568
53,1,21,12.8216,77.6446,0.22161977781321163,0.22936622194481462,0.18338813584442382,0.14649953080966321,0.9807140390508969,0.6705005772905255,0.4909369917909163,0.9464881529682895,0.06590496290014895,0.29378121668768514,0.13746799217220945,0.2737877427089493,0.24995460780793918,0.5809895531200548,0.05593255103869974,0.8699802468867813,0.2393507616339927,0.46572947162949657
54,1,22,12.8216,77.6546,0.24782112621633384,0.24098926036612314,0.21783802487673265,0.27261835312954175,0.839775209962987,0.21694610212472082,0.5867681080745173,0.6713468675039393,0.0398666897863686,0.09380148136935221,0.18482986951537705,0.2816353026635162,0.09544200204614973,0.2944902211557316,0.2007242411788749,0.15926963858175489,0.9865275143096595,0.026044853845638868
55,1,23,12.8216,77.6646,0.1333839597997612,0.21834087646673994,0.22034255303241695,0.2137991273060875,0.13031839034150358,0.9234782484880422,0.59094939094421,0.21509636963234346,0.02182414000639697,0.14527434749031487,0.16706195289893663,0.08161011937000502,0.14651829502935154,0.7305918490735093,0.287359071262092,0.3661241730424528,0.1907709289769632,0.3626733893655119
56,1,24,12.8216,77.6746,0.17383184141749347,0.18598120206566848,0.10888803303858449,0.1608185320974707,0.5385327698107675,0.8625606469810103,0.7860291722164211,0.5225050400449469,0.01081152920653434,0.1397597629950969,0.2114499501478441,0.08655268980271917,0.1806325720090223,0.12412113902145648,0.993940860493354,0.984248113591091,0.6116703721490864,0.7087469334748693
57,1,25,12.8216,77.6846,0.24761584428462607,0.07857208637987627,0.19739719333847439,0.08292632305130726,0.3092495125002913,0.7172973964499968,0.8838665000763265,0.06341906477074104,0.00484680584247044,0.04633558795496651,0.1939677077578133,0.08283610940388782,0.1042822581935295,0.3924933237507549,0.8176007595042206,0.24764460171597305,0.855819564631336,0.4041039600718569
58,1,26,12.8216,77.6946,0.03086386304498639,0.04389704703436398,0.19090718186537003,0.15751877288177527,0.01404719589453675,0.5925568917905668,0.16658885371963358,0.016209069059919878,0.0019662598642189817,0.15664465823442555,0.11401480401565761,0.16414925273289932,0.04627125401964847,0.18615596212056937,0.1080777587038243,0.49253896397413915,0.16643795433989378,0.508741443669126
59,1,27,12.8216,77.7046,0.09879833234127171,0.2082015565730399,0.04566294760517591,0.07191546070828166,0.0,0.6468792235570315,0.08573473447884769,0.28462275713958013,0.0007218423348403864,0.05040437696796871,0.08022554796378115,0.21589999192597414,0.1625920500324136,0.005764866253086658,0.19451746057544952,0.20340906117662846,0.4705813203569621,0.7457186803773322
60,1,28,12.8216,77.7146,0.14349440878548606,0.13554603598648754,0.18398900480074834,0.19449353685808377,0.8049444012684734,0.35211221972544315,0.6903100147907892,0.3958543111359753,0.00023980579805213832,0.13947649147939828,0.02394896425026224,0.11387282973962927,0.21991500884657522,0.19988500640347606,0.9954419072517934,0.6393259275830347,0.44252587913174257,0.6644661962232097
61,1,29,12.8216,77.7246,0.02051081565969138,0.17029234557035186,0.12076771379777383,0.09156465545990174,0.7884964779052741,0.09263873310087063,0.5132692099091711,0.49425888873516016,7.209295231490407e-05,0.027661369210700868,0.17152573062595688,0.21785564512054512,0.0004351537377347801,0.4092396436525044,0.3752925689075033,0.2573369684063917,0.859662704407056,0.7650942940238056
62,1,30,12.8216,77.7346,0.01320210599202632,0.1798490927496263,0.07555246512338995,0.048749022668672586,0.0009256002009263857,0.5203642676045971,0.5108803238866411,0.13270706587084835,1.9612895218692766e-05,0.07877444456551276,0.05925717019653734,0.16075940448792256,0.08736144285938209,0.9673431664548409,0.2578507530556701,0.7743306288687858,0.750653470770541,0.19168839473356675
63,1,31,12.8216,77.7446,0.07128785154901134,0.16996826543387045,0.13563501105914902,0.017114780398852277,0.43521718531062653,0.6965872140161076,0.19048656103278672,0.9464418580134112,4.828434645222092e-06,0.1337999632592177,0.09776249472450284,0.04422250991081219,0.19905960482413795,0.801681366964737,0.986479656069764,0.13074883841676174,0.9503057507745815,0.7632723865933991
64,2,0,12.8316,77.4346,0.15499782275040438,0.1091219213897701,0.14043618222825277,0.2109510366931807,0.503984399970848,0.1339931532010024,0.8349947215502174,0.6102455283845697,0.2895187002006094,0.09254125044340929,0.09972720410333746,0.04202406971354401,0.02585312812951802,0.27968097257746893,0.5261352301817709,0.13487449912947078,0.079389141605506,0.0699373650598954
65,2,1,12.8316,77.4446,0.06754229405359577,0.2135927989139296,0.1512327156662711,0.1472759495470255,0.0892490973965606,0.7644808421474245,0.5528900756672064,0.24782684422711637,0.26106025943136746,0.10058716342483887,0.13630830219535545,0.13785075628498766,0.10902874004435609,0.431199090665168,0.6410385249768444,0.0753447709275256,0.09607131108349416,0.3856925134071402
66,2,2,12.8316,77.4546,0.14375442757530213,0.06623706906230883,0.16512710062265995,0.09355561155201693,0.25721031121524773,0.12593772725583002,0.003698635682612624,0.9414728610725162,0.24300341471007175,0.13691940833545058,0.07868588341068318,0.04869858424293052,0.15605288532451095,0.41709609598431513,0.5416523293134814,0.0571175334005129,0.7847380480647216,0.718074166549079
67,2,3,12.8316,77.4646,0.05732063751343532,0.22976069423052203,0.09437688860940567,0.04183833498608827,0.7476802434981675,0.9645908426530059,0.18776574818450287,0.783505146382873,0.2446828822447781,0.03372808723410326,0.1826650125535086,0.0648461072619098,0.07989980425084219,0.19231845128400046,0.42484212329387894,0.4581946818220703,0.8036023684432744,0.8185451906370065
68,2,4,12.8316,77.4746,0.18307811828383325,0.06864725952302501,0.1472534758967682,0.04170990019837697,0.21288945733286485,0.19286820073890684,0.5667070598586589,0.9090165524734523,0.26530094319447645,0.08051278156270725,0.23248702651388964,0.06440682190542868,0.05911636041322711,0.7931240419781974,0.8204242898446402,0.535434942885719,0.4397361107622583,0.8271650946300287
69,2,5,12.8316,77.4846,0.12676192486003293,0.21895409925335693,0.17155468287156103,0.10328138862396734,0.25361976305310613,0.7125436254812222,0.21588386505322416,0.3918859408347347,0.29437794560111735,0.1364879412480815,0.230531920256235,0.06902495574925846,0.0864344399516544,0.41624765651598333,0.36075832209056424,0.5421122315841139,0.8995674487279619,0.7849784083290702
70,2,6,12.8316,77.4946,0.06521793075483152,0.1937667594057604,0.15687446536477467,0.20721849599792533,0.16958369510701146,0.3069213665495213,0.5843565069375705,0.9921582638926538,0.3167855114645447,0.1977062806995732,0.24599501584498568,0.0884136922998404,0.13254499226445546,0.5083550427223202,0.9936387318259322,0.5776553115900344,0.6641700157202911,0.06112041629431252
71,2,7,12.8316,77.5046,0.14405566303375028,0.28297649531179486,0.1688665851455693,0.15286785560283253,0.10554921121939072,0.8331482638049081,0.5002233023868311,0.9641362318809553,0.3199987833176991,0.14791990791652718,0.09657022747467055,0.2287247953837832,0.12243629353297197,0.31933253710020276,0.8327024553394888,0.37352737439813605,0.284967108866617,0.8768411267657684
72,2,8,12.8316,77.5146,0.2022947547913417,0.14971829697561537,0.2659710369552429,0.19032726835155667,0.6161997408687239,0.7968319575324961,0.12203173588885684,0.24942121811012208,0.3000806414534797,0.18339941412770938,0.2140850360505926,0.25910343214859116,0.09316293984654683,0.2660911987057742,0.21444357148683008,0.02339962814905059,0.564573317100675,0.29026013752549334
73,2,9,12.8316,77.5246,0.2913426990546149,0.2936710924503435,0.2789314500052311,0.10688154940979717,0.16875733657903996,0.6815445700616626,0.7668671925207652,0.7518910766912386,0.26354538103385244,0.17560773263844495,0.11325995016013073,0.25044753317144164,0.11594665350053489,0.8312458422281771,0.5118291519300214,0.5085188982166909,0.7114464477257811,0.5365950058698192
74,2,10,12.8316,77.5346,0.23883998351518024,0.12075093597420017,0.2588472611213892,0.26028534813992504,0.8507271556098676,0.6879534807099346,0.8738550266477687,0.44327289879932463,0.22439863835261942,0.16086676075937525,0.20704840642114808,0.20902035349466483,0.21955227851140854,0.2528356151073026,0.17503292463831568,0.15620159863438554,0.2864532759315471,0.2422672180152525
75,2,11,12.8316,77.5446,0.30671929103668366,0.2802138290421158,0.31181137087296495,0.21744194652958887,0.8967948273190549,0.41979148539436845,0.8324723138574897,0.3659391154803111,0.19802534821472603,0.18992096523087948,0.288933723285375,0.19203802959103514,0.20356695477095568,0.14302305114515515,0.2982421427423262,0.1864775329249497,0.9491168646732898,0.7517137497509607
76,2,12,12.8316,77.5546,0.30755457413214227,0.26108176348001594,0.20566270399637798,0.1858410155305998,0.08398936228903127,0.8420291361177685,0.6889157980145049,0.5600168983069772,0.19479276611216026,0.3277666035149965,0.29521054110908573,0.2897193338772276,0.17941795040217332,0.062338020644619546,0.31931036725421497,0.36423314671735346,0.956529488297031,0.0594711216854
